29:4,6,6,4,9,4,2,4,8,7,9,3,6,4,7,5,1,8,7,2,1,3,7,4,7,7,8,8,1,1
30:6,8,1,8,4,5,4,8,5,9,7,2,8,7,5,1,3,8,5,5,6,7,8,6,7,2,8,3,7,3
31:7,7,7,4,6,5,8,9,3,8,8,6,4,4,2,2,3,3,1,5,7,2,2,9,8,4,6,6,6,2
32:4,2,2,4,4,9,2,6,2,3,5,7,6,4,1,3,3,7,7,2,9,6,5,8,4,8,4,4,7,7
33:7,4,5,8,8,1,8,3,9,1,3,5,6,6,7,2,1,4,6,3,8,7,4,8,3,6,2,6,7,5
34:3,9,1,4,7,3,3,5,7,6,2,5,7,8,9,2,4,1,8,1,1,3,1,7,2,2,6,8,8,4
35:3,6,1,7,8,6,6,6,6,5,1,4,8,8,1,5,6,7,3,6,9,7,6,7,2,4,6,8,5,6
36:1,7,5,9,9,1,5,9,6,8,7,5,8,5,4,2,6,3,2,5,9,6,8,6,9,5,7,9,1,2
37:6,7,5,3,1,7,6,4,7,7,1,3,2,7,1,2,7,5,2,3,4,9,9,2,2,7,4,9,1,2
38:2,6,3,6,3,9,6,7,3,6,8,4,9,1,4,4,2,1,7,3,6,8,6,7,7,4,6,9,4,4
39:5,6,6,2,6,9,1,8,8,3,7,9,7,5,9,3,9,7,2,5,4,8,4,4,1,7,8,5,1,7
40:6,7,5,3,1,7,6,4,7,7,1,3,2,7,1,2,7,5,2,3,4,9,9,2,2,7,4,9,1,9
41:8,9,4,8,5,7,9,7,2,4,2,9,1,6,7,2,4,6,8,2,2,4,1,4,3,8,2,5,4,8
42:4,8,9,6,1,2,3,5,8,1,6,4,3,9,1,3,9,7,3,8,7,6,5,2,4,4,7,7,6,9
43:7,7,7,4,6,5,8,9,3,8,8,6,4,4,2,3,3,3,1,5,7,2,2,9,8,4,6,6,6,6
44:3,7,2,4,5,5,9,7,2,9,7,2,3,3,5,1,7,4,7,1,4,2,2,4,6,8,2,5,4,8
45:4,6,5,6,6,5,5,4,2,4,2,7,9,6,8,4,3,9,6,1,6,4,6,6,1,8,6,3,6,4
46:3,8,8,2,3,8,6,6,2,6,8,9,6,4,2,6,1,7,6,2,2,8,2,1,3,7,4,5,7,2
47:7,1,1,2,3,9,8,8,9,1,3,4,1,5,3,8,3,2,6,2,8,2,1,4,1,9,2,7,1,6
48:9,4,5,4,3,2,5,1,8,4,5,8,1,2,5,1,5,3,1,4,7,1,2,2,9,5,3,6,4,3
49:9,6,4,4,5,5,2,5,1,1,9,1,3,7,2,6,4,3,4,1,9,5,7,2,4,1,6,1,6,3
50:1,2,2,9,3,3,3,4,5,7,3,7,6,6,3,8,3,2,8,8,3,6,8,2,3,3,8,8,8,6
51:8,4,1,1,8,3,1,1,5,1,1,9,5,8,9,5,4,8,2,6,7,5,6,3,8,3,7,6,5,6
52:2,4,4,5,4,3,8,6,3,3,2,4,3,6,3,4,6,1,7,7,1,3,8,3,1,2,1,9,7,1
53:1,1,9,3,7,1,5,5,4,1,8,1,8,7,6,4,1,1,2,1,3,1,2,6,3,2,6,1,6,7
54:1,1,9,3,7,1,5,5,4,1,8,1,8,7,6,4,1,1,2,1,3,1,2,6,3,2,6,1,6,3
55:9,7,2,6,7,6,9,2,5,5,9,7,9,6,7,6,7,7,1,9,5,7,5,2,4,3,4,3,9,7
56:7,2,9,2,7,6,5,2,1,2,1,6,9,5,8,8,1,4,6,8,9,7,4,7,6,4,4,7,4,4
57:1,4,3,6,8,2,2,2,9,6,7,4,2,9,3,8,8,1,8,9,7,5,4,8,4,4,9,2,6,3
58:1,7,8,6,5,8,3,8,6,6,2,8,9,1,3,4,2,3,7,9,9,5,4,4,8,2,2,9,6,4
59:3,5,2,1,2,3,4,6,3,2,4,2,6,5,1,4,5,8,2,8,8,9,6,5,1,8,8,9,8,9
60:7,4,4,2,4,9,8,8,9,6,8,9,8,6,4,6,8,3,5,5,6,2,8,7,5,1,5,2,1,2
61:7,7,8,7,8,4,1,1,4,4,3,9,5,2,1,6,4,2,2,8,3,3,3,6,2,7,2,3,5,2
62:6,8,1,8,4,5,4,8,5,9,7,2,8,7,5,1,3,8,5,5,6,7,8,6,7,4,8,3,7,8
63:2,2,1,8,3,5,4,2,9,5,6,4,2,3,9,3,5,4,2,8,9,5,9,3,6,3,8,2,8,7
64:1,7,5,9,9,1,5,9,9,8,7,5,8,5,4,2,6,3,2,5,9,6,8,6,9,5,7,9,1,2
65:9,2,3,8,9,6,2,8,3,2,9,9,2,8,4,8,8,1,6,2,4,5,3,8,4,3,9,9,9,5
66:8,3,6,7,2,7,9,3,6,2,4,2,2,9,5,1,8,4,2,1,6,1,1,3,4,5,4,2,3,5
67:1,5,4,3,1,9,6,2,9,7,3,1,8,6,3,4,4,2,6,6,6,3,3,9,2,3,3,7,1,6
68:9,4,5,4,3,2,5,1,8,4,5,8,1,2,5,1,5,3,1,4,7,1,2,2,9,5,3,6,4,7
69:3,5,2,7,8,4,9,5,5,4,1,6,8,4,6,6,2,3,5,4,9,3,5,5,3,6,9,3,4,1
70:9,5,4,8,2,8,8,8,1,7,1,2,4,5,3,9,8,1,9,8,6,7,3,5,8,1,4,1,2,6
71:5,8,5,3,5,2,6,8,3,2,3,6,8,8,1,9,5,8,1,8,6,3,5,4,9,1,3,4,8,1
72:4,7,2,3,7,2,9,9,4,4,8,6,5,1,6,7,8,5,4,1,9,3,9,3,1,4,7,6,6,5
73:7,3,7,9,9,8,7,2,6,7,3,7,2,9,6,5,2,1,5,1,5,6,9,7,9,7,7,6,3,1
74:6,9,3,1,8,2,4,9,7,7,6,9,8,5,7,5,7,5,3,9,3,1,4,3,5,5,2,8,4,9
75:7,1,1,2,3,9,8,8,9,1,3,4,1,5,3,8,5,2,6,2,8,2,1,4,1,9,2,7,1,8
76:3,1,3,8,7,4,1,5,2,1,4,5,3,6,1,4,5,9,5,8,4,6,3,3,5,3,4,4,9,3
77:9,2,2,7,8,6,6,5,8,8,1,2,9,1,7,2,5,1,7,1,6,8,4,1,5,6,9,3,6,8
78:3,8,3,4,8,3,3,4,3,9,6,2,3,9,3,8,3,8,5,9,4,5,5,4,6,5,4,3,9,6
79:6,4,7,7,2,7,7,6,9,5,1,5,3,9,2,3,6,7,9,1,9,6,4,6,2,9,8,8,1,5
80:8,3,2,9,9,1,2,2,3,8,5,5,2,8,9,1,8,6,1,8,3,8,6,1,9,6,5,3,9,4
81:9,7,5,6,8,7,6,2,8,2,9,7,3,9,7,9,2,8,3,1,8,6,5,3,4,5,7,1,7,1
82:8,3,1,2,7,2,3,7,9,5,3,2,4,3,7,3,7,8,7,6,8,5,1,8,2,7,2,5,1,9
83:3,5,9,3,6,1,5,4,9,9,4,9,7,6,5,2,5,7,9,2,5,9,6,1,8,7,4,5,9,6
84:3,1,2,5,1,4,7,2,2,3,9,5,5,3,3,8,3,2,1,7,2,1,1,3,3,1,9,6,8,9
85:1,6,2,8,5,7,7,2,9,2,8,8,7,5,8,7,1,9,8,7,5,5,8,7,5,2,9,2,5,9
86:3,8,7,7,1,7,8,7,7,1,9,1,1,5,3,9,1,6,6,4,2,2,1,1,1,7,9,9,2,8
87:8,4,3,2,5,7,1,4,9,5,2,7,2,3,2,6,9,1,3,8,2,6,4,4,3,6,8,6,4,8
88:3,7,2,4,5,5,9,1,2,9,7,2,3,3,5,1,7,4,7,1,4,2,2,4,6,8,2,5,4,2
89:5,5,3,5,7,9,2,8,9,1,2,8,7,8,7,2,6,9,6,5,8,6,6,7,6,6,7,9,4,5
90:8,3,1,2,7,2,3,7,9,5,3,2,4,3,7,7,7,8,7,6,8,5,1,8,2,7,2,5,1,9
91:3,2,4,9,8,6,9,4,3,2,4,9,8,6,6,6,6,1,4,3,6,2,7,2,9,5,7,4,7,6
92:2,4,7,6,3,9,4,6,8,7,8,2,4,9,2,2,3,1,4,3,9,1,9,1,7,7,2,4,7,3
93:1,9,4,3,6,3,8,4,3,6,7,8,9,7,4,7,8,5,7,7,4,5,6,6,2,9,4,8,1,2
94:2,5,6,1,6,1,3,4,5,5,4,9,8,4,1,8,5,4,6,6,6,8,1,5,5,6,3,9,9,6
95:1,3,4,8,7,1,8,2,7,8,4,3,3,2,2,3,3,1,9,3,2,7,8,9,8,3,2,5,8,7
96:5,2,5,5,8,7,9,7,2,3,9,4,2,3,4,9,8,6,2,4,1,7,7,1,3,3,3,2,2,6
97:6,5,8,4,2,5,5,4,9,1,9,4,1,6,9,3,1,9,6,1,9,3,2,6,2,7,1,1,3,3
98:3,6,5,7,9,3,4,6,3,7,7,4,8,3,3,5,9,2,5,2,9,2,4,8,5,5,5,8,3,9
99:3,1,7,9,5,4,8,1,2,9,4,3,4,4,3,9,1,5,2,1,7,9,3,6,8,5,2,8,5,6
100:6,7,4,8,4,2,5,9,9,2,4,2,7,7,5,1,3,3,7,8,9,3,6,8,3,8,4,2,7,4
101:8,3,1,9,7,9,5,4,7,1,7,5,7,9,3,6,7,7,8,5,2,9,2,1,9,2,8,4,7,8
102:3,5,6,3,6,1,5,4,9,9,4,9,7,6,5,2,5,7,9,2,5,9,6,1,8,7,4,5,9,9
103:7,1,1,2,3,9,8,8,9,1,3,4,1,5,3,8,3,2,6,2,8,2,1,4,1,9,2,7,1,8
104:3,5,2,7,8,4,9,7,5,4,1,6,8,4,6,6,2,3,5,4,9,3,5,5,3,6,9,3,4,1
105:5,7,1,8,1,9,5,1,1,6,5,3,9,8,1,8,8,4,2,9,3,7,7,4,4,8,5,3,5,4
106:8,6,7,3,9,7,8,3,6,2,6,7,1,9,6,7,3,6,8,7,3,7,4,5,8,9,2,3,7,3
107:3,6,9,1,4,6,2,7,4,2,3,7,3,6,9,1,5,9,4,8,9,3,7,4,9,3,6,6,2,2
108:6,9,9,9,1,7,8,1,7,8,5,9,6,8,4,2,8,9,3,3,4,2,2,1,4,4,7,8,1,6
109:1,4,7,1,8,4,4,1,6,5,1,1,4,8,7,4,1,8,9,4,5,4,6,4,8,4,9,3,3,5
110:3,9,7,6,1,3,2,4,7,1,8,6,5,2,4,2,7,6,4,3,7,7,6,3,2,7,4,9,8,7
111:7,9,2,4,3,7,4,3,7,9,4,4,6,5,5,3,9,3,5,3,4,5,9,4,7,5,7,1,8,4
112:3,9,9,5,1,7,9,6,9,9,7,8,3,5,7,5,1,7,4,6,3,1,8,8,4,1,3,3,8,9
113:7,2,9,4,5,7,2,6,1,3,7,3,7,8,8,9,5,5,6,4,7,2,4,5,4,7,5,3,1,3
114:3,1,7,9,5,4,8,1,3,9,4,3,4,4,3,9,1,5,2,1,7,9,3,6,8,5,2,8,5,1
115:1,1,9,8,1,6,8,9,6,1,5,4,2,1,8,7,8,1,2,2,5,1,6,3,6,7,9,6,5,4
116:2,4,7,6,3,9,4,6,8,7,8,2,4,9,2,2,3,1,4,3,9,1,9,1,7,4,2,4,7,3
117:2,5,5,5,9,5,3,9,4,8,4,4,9,2,9,9,5,1,5,6,1,1,1,2,6,1,9,3,8,2
118:2,2,1,4,5,6,5,3,3,3,8,8,2,4,6,4,8,6,7,1,5,6,1,2,2,7,9,3,5,6
119:9,5,3,9,9,6,9,5,9,6,7,9,8,8,6,6,5,3,9,2,7,2,9,1,4,9,1,4,9,7
120:4,6,1,4,6,7,4,2,3,6,1,3,3,3,8,7,9,7,9,8,5,3,6,4,3,5,1,7,8,3
121:7,9,7,8,4,6,4,4,7,1,7,3,3,4,1,7,3,9,3,7,6,3,1,6,6,9,6,4,5,4
122:3,8,4,7,7,5,4,9,6,9,3,7,6,4,3,4,6,8,9,3,9,5,6,5,2,9,7,2,2,8
123:6,8,2,9,6,4,4,8,8,7,8,8,3,9,7,1,2,8,8,7,8,3,7,6,7,6,3,7,7,6
124:1,1,3,6,2,2,6,8,4,6,9,1,2,2,2,9,8,9,9,5,3,2,3,2,1,7,1,5,3,9
125:8,3,6,7,2,7,9,3,6,2,4,2,2,9,5,1,8,4,2,1,6,1,1,3,4,5,4,2,3,2
126:6,3,2,3,3,4,6,2,2,6,8,3,2,1,4,2,4,6,9,1,2,6,6,3,2,2,7,2,6,7
127:9,2,4,2,4,2,6,7,4,1,5,3,9,6,2,3,3,2,3,1,1,3,8,9,4,5,6,6,2,3
128:3,6,8,1,5,9,5,6,7,3,5,8,2,9,8,8,1,1,6,6,9,6,8,4,5,6,2,4,7,9
129:2,2,1,8,3,5,4,2,9,5,6,4,2,3,9,3,5,6,2,8,9,5,9,3,6,3,8,2,8,7
130:3,6,5,4,5,5,2,8,2,9,4,8,6,7,3,3,4,9,9,7,6,7,6,3,6,7,8,9,9,7
131:1,7,7,1,3,2,9,4,1,3,6,9,1,1,5,7,6,3,9,3,7,6,5,9,5,4,2,7,5,4
132:2,8,5,3,6,5,2,9,3,4,9,4,1,8,7,8,4,9,1,3,4,6,2,8,6,6,9,3,2,2
133:1,3,9,6,6,4,2,4,6,8,9,7,5,5,6,5,8,4,7,2,4,8,7,3,1,9,8,9,3,8
134:3,6,7,9,9,3,5,3,6,7,6,2,6,8,4,6,5,8,8,4,1,9,1,3,1,8,8,7,4,2
135:1,5,9,5,8,6,8,3,6,7,5,6,4,7,9,9,6,2,1,9,5,9,3,2,2,9,1,2,5,5
136:9,7,5,6,8,7,6,2,8,2,9,7,3,9,7,9,2,8,3,1,8,6,5,3,7,5,7,1,7,1
137:4,2,2,4,4,9,2,6,2,3,5,7,6,4,1,3,3,5,7,2,9,6,5,8,4,8,4,4,7,7
138:4,6,6,4,9,4,2,4,8,7,9,3,6,4,7,5,1,8,7,2,1,3,7,4,7,7,8,8,1,3
139:1,5,1,9,2,8,3,2,5,5,3,9,4,5,6,1,5,1,3,9,8,2,1,1,2,5,1,1,2,8
140:7,4,4,2,4,9,8,8,9,6,8,9,8,6,4,6,8,3,5,5,6,2,8,7,5,1,5,2,1,8
141:9,2,5,4,1,4,6,5,5,9,5,8,1,5,6,4,2,5,1,6,6,3,7,2,7,3,8,8,2,7
142:5,8,2,8,3,9,8,1,4,4,1,3,4,5,6,3,2,6,7,1,6,4,1,3,7,4,7,4,3,1
143:1,1,9,8,1,6,8,9,6,1,5,4,2,1,8,7,8,1,2,2,5,1,6,3,6,4,9,6,5,4
144:5,9,2,8,2,3,9,1,8,7,1,1,2,5,2,8,4,1,3,1,4,8,1,1,2,7,4,1,4,9
145:3,5,2,1,2,3,4,6,3,2,4,2,6,5,1,4,5,8,2,8,8,9,6,5,1,8,8,9,8,9
146:8,5,1,5,2,8,7,1,4,1,4,3,3,8,3,3,5,1,1,9,1,2,2,2,2,1,6,1,9,2
147:9,5,4,4,9,3,1,8,2,7,5,7,9,8,2,1,5,3,4,6,8,6,9,9,2,3,9,3,1,3
148:9,9,9,5,5,8,1,9,3,2,7,7,2,2,1,5,4,1,8,4,4,9,6,8,8,1,3,5,4,3
149:7,1,1,5,7,6,1,8,6,2,9,4,9,7,8,4,9,4,3,5,2,7,6,2,4,1,1,4,9,5
150:6,8,5,5,7,7,7,4,2,7,3,9,2,1,9,8,5,1,4,6,7,6,3,9,4,8,5,2,1,2
151:7,6,6,9,5,7,9,1,2,6,5,9,9,1,9,6,7,6,6,1,7,9,9,5,7,8,4,6,3,1
152:2,2,1,4,5,6,5,3,3,3,8,8,2,4,6,4,8,6,7,1,5,6,1,2,2,7,9,3,5,5
153:9,5,1,6,4,6,7,5,2,6,5,9,4,1,2,1,3,1,1,1,7,4,4,8,4,3,8,8,2,8
154:9,2,4,4,4,2,6,7,4,1,5,3,9,6,2,3,3,2,3,1,1,3,8,9,4,5,6,6,2,3
155:9,7,2,5,7,1,9,5,3,2,8,8,9,8,9,5,7,9,9,2,6,9,9,2,8,5,7,5,1,6
156:8,3,2,9,9,1,2,6,3,8,5,5,2,8,9,1,8,6,1,8,3,8,6,1,9,6,5,3,9,4
157:4,4,5,1,3,1,5,5,2,1,6,2,8,3,6,5,8,9,2,6,5,6,9,7,3,2,5,8,1,7
158:4,9,4,4,7,8,3,9,8,8,6,8,6,8,8,6,2,7,7,7,2,7,9,5,4,3,3,2,7,5
159:6,5,1,4,1,6,2,9,4,5,3,3,2,4,5,1,4,3,8,9,9,9,8,7,4,2,8,8,9,5
160:2,8,6,8,6,5,4,7,7,7,6,4,8,6,9,8,6,9,6,2,3,9,1,9,4,9,7,4,8,5
161:3,2,1,4,6,7,7,2,2,1,7,5,1,9,3,9,1,6,2,8,9,4,6,1,2,1,8,6,6,3
162:9,8,3,7,6,8,3,3,6,2,3,9,2,7,2,5,3,2,4,6,6,3,8,3,3,2,1,3,7,9
163:3,5,9,3,6,1,5,4,9,9,4,9,7,6,5,2,5,7,9,2,5,9,6,1,8,7,4,5,9,9
164:3,7,2,4,5,5,9,1,2,9,7,2,3,3,5,1,7,4,7,1,4,2,2,4,6,8,2,5,4,8
165:3,2,4,3,2,1,3,7,3,1,3,5,1,8,3,9,1,4,2,6,1,5,5,2,4,3,1,4,8,9
166:8,3,1,4,6,2,9,5,6,4,1,5,3,6,2,5,6,6,6,7,5,2,9,7,7,9,4,3,7,4
167:3,1,2,5,1,9,7,2,2,3,9,5,5,3,3,8,3,2,1,7,2,1,1,3,3,1,9,6,8,9
168:6,9,4,8,3,4,8,3,2,4,2,7,8,7,9,6,7,1,6,5,7,8,4,2,5,9,9,4,4,8
169:5,2,5,1,5,9,1,6,4,4,1,5,8,7,5,1,1,6,6,6,1,4,3,1,5,2,7,7,8,8
170:1,2,2,3,2,1,5,7,6,8,8,7,5,1,8,2,3,2,1,2,1,3,9,9,6,5,1,1,1,7
171:2,8,9,6,9,5,4,3,8,2,4,1,7,9,7,1,7,2,8,5,9,5,1,5,4,2,9,2,3,3
172:4,8,3,7,3,2,2,1,4,8,2,6,8,7,6,9,3,1,1,9,3,7,6,5,3,9,2,5,5,8
173:9,2,4,2,4,2,6,7,4,1,5,3,9,6,2,3,3,2,3,1,1,3,8,9,4,5,6,6,2,3
174:3,2,6,6,3,5,4,2,5,5,9,2,8,4,7,5,4,6,5,4,1,9,4,7,5,4,5,7,7,4
175:6,4,4,2,8,7,6,6,9,9,1,2,5,1,9,2,9,7,3,9,6,3,1,3,1,2,2,1,8,2
176:9,6,2,3,5,4,4,3,6,8,6,8,2,2,1,4,3,7,7,7,6,1,2,1,2,7,4,1,2,2
177:8,9,3,2,5,2,3,4,1,9,8,7,8,9,3,1,4,7,7,1,7,3,8,3,9,4,6,6,2,1
178:5,3,6,3,3,8,7,9,2,4,7,1,6,2,8,3,2,2,9,5,1,7,5,3,2,8,1,7,8,3
179:7,8,2,9,1,6,8,6,9,3,9,2,8,7,5,8,5,5,9,2,7,5,5,5,2,2,8,8,3,9
180:1,2,5,7,1,1,1,8,5,5,3,3,7,5,9,8,6,5,5,9,7,1,6,5,4,2,1,9,7,4
181:5,2,9,3,1,2,9,3,7,1,6,8,8,2,2,8,3,5,8,2,4,9,5,3,8,7,2,8,7,4
182:3,1,4,2,2,7,4,1,1,5,4,3,4,8,4,2,1,5,9,1,1,6,5,5,5,9,8,7,8,4
183:3,6,9,1,4,6,2,7,4,2,8,7,3,6,9,1,5,9,4,8,9,3,7,4,9,3,6,6,2,2
184:9,5,4,1,5,8,6,4,3,9,8,2,8,5,2,1,8,3,5,7,9,1,7,2,2,4,8,3,1,9
185:6,8,2,9,6,4,6,8,8,7,8,8,3,9,7,1,2,8,8,7,8,3,7,6,7,6,3,7,7,6
186:2,8,5,3,6,5,2,9,3,4,9,4,1,8,7,8,4,9,1,3,4,6,2,8,6,6,9,3,2,3
187:1,2,5,7,1,1,1,8,5,5,3,3,7,5,9,8,6,5,5,9,7,1,6,5,4,2,1,9,7,4
188:9,1,4,6,1,6,6,4,3,9,7,5,7,5,3,4,3,3,2,8,7,1,1,5,3,1,2,8,7,8
189:3,6,9,1,4,6,2,7,4,2,8,7,3,6,9,1,5,9,4,8,9,3,7,4,9,3,6,6,2,2
190:6,4,9,1,3,8,7,6,1,8,2,2,7,1,7,9,7,5,2,6,8,8,1,6,1,7,1,9,4,7
191:2,5,1,4,8,3,3,5,3,4,9,6,7,4,7,1,2,1,1,5,2,6,9,8,8,6,7,8,2,9
192:1,7,3,6,4,8,1,2,8,1,8,6,9,7,9,6,2,5,4,3,4,3,6,2,4,9,1,1,2,9
193:1,7,7,1,3,2,9,4,1,3,6,9,1,1,5,7,6,3,9,3,7,6,5,9,5,4,2,7,5,5
194:6,4,9,6,9,3,4,2,8,8,1,3,7,6,2,8,3,2,6,1,5,3,4,9,5,7,6,9,3,4
195:6,8,5,4,6,9,5,9,5,4,3,6,1,7,8,2,3,7,6,7,1,5,3,7,1,5,7,4,4,8
196:3,8,3,4,8,3,3,4,3,9,6,2,3,9,3,8,3,8,5,9,4,5,5,4,6,5,4,3,9,7
197:1,9,7,7,2,3,2,5,3,3,2,3,8,3,6,4,9,1,9,9,9,2,9,9,8,8,2,3,8,5
198:3,4,9,5,4,7,9,6,7,6,9,6,2,1,8,5,5,9,1,3,6,6,6,4,6,6,4,9,8,7
199:3,8,6,4,5,6,4,2,8,6,8,1,5,1,4,1,6,2,1,7,6,4,5,4,2,3,1,6,3,8
200:7,6,2,9,5,8,1,2,6,3,1,7,5,5,6,5,7,5,9,2,3,2,5,3,4,7,2,4,2,9
201:4,8,3,7,3,2,2,1,4,8,2,6,8,7,6,9,3,1,1,9,3,7,6,5,3,9,2,5,5,7
202:3,4,8,8,3,5,1,8,8,1,9,5,1,9,2,9,1,8,6,1,8,9,9,7,5,3,6,1,8,2
203:7,4,6,6,3,4,5,7,8,7,3,1,6,8,8,4,4,1,2,4,9,7,7,5,4,1,9,7,3,8
204:5,9,2,1,5,3,2,4,8,3,9,5,9,2,4,3,1,2,9,9,3,8,2,4,7,1,7,7,1,1
205:1,4,4,5,6,6,5,9,8,9,9,4,1,8,5,5,7,5,5,5,5,5,1,7,6,5,3,5,1,8
206:8,4,8,1,7,2,6,2,7,8,1,8,2,1,4,6,7,5,2,4,5,7,9,6,7,2,5,5,3,2
207:7,9,7,8,4,6,4,4,7,1,7,3,3,4,1,7,3,9,3,7,6,3,1,6,6,9,6,4,5,4
208:6,4,3,4,1,2,5,9,3,1,7,8,4,3,8,6,3,1,8,5,2,8,1,2,4,5,2,6,4,1
209:2,1,2,2,4,5,6,4,8,8,7,5,4,6,7,8,5,7,4,2,1,5,8,7,1,1,3,7,3,6
210:4,6,5,6,6,5,5,4,2,4,2,7,9,6,8,4,3,9,6,1,6,4,6,6,1,8,6,3,6,6
211:4,1,7,5,7,1,9,3,3,8,1,1,3,7,2,2,4,2,8,8,7,7,3,5,8,7,6,3,1,4
212:7,9,7,8,4,6,4,4,7,1,7,3,3,4,1,7,3,9,3,7,6,3,1,6,6,9,6,4,5,1
213:3,5,2,7,8,4,9,5,5,4,1,6,8,4,6,6,2,3,5,4,9,3,5,5,3,6,9,3,4,2
214:5,1,6,5,8,2,2,3,7,1,2,7,2,2,8,7,5,1,9,1,8,1,9,2,1,9,1,8,1,7
215:7,1,1,5,7,6,1,8,6,2,9,4,9,7,8,4,9,4,3,5,2,7,6,2,4,1,1,4,9,1
216:3,4,9,5,4,7,9,6,7,6,9,6,2,1,8,5,5,9,1,3,6,6,6,4,1,6,4,9,8,7
217:3,2,8,8,4,5,7,2,6,7,3,1,5,6,2,5,7,6,1,5,1,1,2,2,7,9,2,9,9,7
218:3,1,3,8,7,4,1,5,2,1,4,5,3,6,1,4,5,9,5,8,4,6,3,3,5,3,4,4,9,7
219:4,7,6,9,1,2,1,8,1,1,1,2,7,2,2,4,6,2,5,2,9,9,7,1,2,7,7,5,8,7
220:1,3,2,6,1,6,4,4,9,6,8,5,6,3,7,8,7,8,9,5,8,1,2,1,4,8,9,5,8,4
221:1,7,7,1,3,2,9,4,1,3,6,9,1,1,5,7,6,5,9,3,7,6,5,9,5,4,2,7,5,4
222:3,6,5,4,6,5,2,2,6,6,6,5,2,1,9,3,6,7,2,1,5,4,9,6,6,6,9,5,3,8
223:9,5,7,3,6,1,6,2,3,5,5,4,8,3,4,1,5,1,2,6,7,3,9,9,3,2,3,8,5,5
224:1,9,4,3,2,3,8,4,3,6,7,8,9,7,4,7,8,5,7,7,4,5,6,6,2,9,4,8,1,9
225:9,9,8,5,9,3,2,2,5,5,5,9,5,2,6,6,6,9,3,9,9,2,9,1,7,2,8,7,5,5
